Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Kingston-upon-Hull,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,141905.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Leeds,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,233488.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Leicester,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,218722.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Liverpool,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,271342.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,LONDON,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,4015297.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Luton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,105905.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Manchester,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,256984.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Newcastle-upon-Tyne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,134375.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Northampton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,105617.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Nottingham,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,145855.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Plymouth,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,116444.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Portsmouth,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,119369.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Reading,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,109236.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Sheffield,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,255755.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Southampton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,127630.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Stoke-on-Trent,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,134642.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Male,Wolverhampton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,104047.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Aberdeen,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,105078.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Belfast,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,145518.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Birmingham,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,551772.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Bolton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,98265.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Bournemouth,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,94113.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Bradford,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,176537.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Brighton and Hove,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,114455.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Bristol,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,269939.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Cardiff,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,170718.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Coventry,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,163880.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Derby,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,128992.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Edinburgh,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,247397.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Glasgow,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,628286.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Kingston-upon-Hull,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,142416.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Leeds,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,241144.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Leicester,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,225038.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Liverpool,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,280925.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,LONDON,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,4120370.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Luton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,105323.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Manchester,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,253762.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Newcastle-upon-Tyne,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,133689.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Northampton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,109556.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Nottingham,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,143446.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Plymouth,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,118538.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Portsmouth,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,118768.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Reading,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,109469.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Sheffield,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,262335.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Southampton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,126021.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Stoke-on-Trent,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,136084.0
United Kingdom of Great Britain and Northern Ireland,2011,Total,Female,Wolverhampton,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013.0,106272.0
